,Headline,Snippet,Lead paragraph,Source,Date
4065,‘Finally the Country Sees Us’: Some Women of Color Cheer Harris’s Rise,"In Kamala Harris, many women of color see a successful vice-presidential candidate standing atop a mountain of firsts — but also facing a gender and racial minefield.","HOLLYWOOD, Fla. — To Krystina François, a Haitian-American executive director of a Miami nonprofit organization, Kamala Harris is a lot like her, a first-generation daughter of immigrants pursuing the American dream.",The New York Times,2020-08-19 07:00:10+00:00
4066,"Nina Popova, Dancer Who Fled Bolsheviks and Nazis, Dies at 97","Ms. Popova, who grew up in Russia, toured the globe, danced on Broadway and became a teacher. She died of the coronavirus.",This obituary is part of a series about people who have died in the coronavirus pandemic. Read about others here.,The New York Times,2020-08-21 21:47:34+00:00
4067,Coronavirus Briefing: What Happened Today,An outbreak among the crew of a fishing boat spared the only three members with antibodies.,An accidental experiment on a fishing boat is offering the best evidence yet that antibodies — at even moderate levels — offer protection from the coronavirus.,The New York Times,2020-08-19 23:44:05+00:00
4068,Salmonella Outbreak Linked to Bagged Peaches Sickens Dozens,"At least 68 cases and 14 hospitalizations have been reported in nine states, federal health authorities said.","The Food and Drug Administration is investigating bagged peaches as a likely source of a salmonella outbreak that has sickened 68 people across nine states, 14 of whom were hospitalized.",The New York Times,2020-08-20 20:19:26+00:00
4069,"On Fox News, the president floats sending law enforcement officials to the polls.",,"President Trump continued his tirade against mail-in voting on Thursday night, claiming that the November contest would be “the most fraudulent election in history.”",The New York Times,2020-08-21 12:01:19+00:00
4070,3 Art Gallery Shows to See Right Now,Galleries and museums are getting creative about presenting work online during the pandemic. Some are open for in-person visits. Here are shows worth viewing either way.,"The nine works anchoring Lisa Alvarado’s solo show, “Thalweg,” at Bridget Donahue aren’t definitively one thing or another. They’re paintings: brightly colored and abstract, with geometric patterns or expressionistic swaths. They’re also tapestries suspended from the ceiling, with fabric backing and trim.",The New York Times,2020-08-19 11:00:10+00:00
4071,Democratic Convention: Best and Worst Moments From Joe Biden’s Big Night,Our columnists and contributors give their rankings.,"Welcome to Opinion’s commentary for the closing night of the Democratic National Convention. In this special feature, Times Opinion writers rank the evening on a scale of 1 to 10: 1 means the night was a disaster for Democrats; 10 means it could lead to a big polling bump for Biden-Harris. Here’s what our columnists and contributors thought of the event, which highlighted Joe Biden, Senator Cory Booker, Senator Tammy Duckworth and one very charming 13-year-old.",The New York Times,2020-08-21 09:01:07+00:00
4072,New in Paperback: ‘Girl in Black and White’ and ‘Know My Name’,Six new paperbacks to check out this week.,"THE WORLD DOESN’T REQUIRE YOU: Stories, by Rion Amilcar Scott. (Liveright, 320 pp., $16.95.) Scott sets this collection, like his first, in a fictional, mostly black utopian community founded after “the only successful slave revolt in the nation’s history.” An “impressive myth-slayer,” our reviewer, Salamishah Tillet, wrote, he shows that “sidelining” white racist characters doesn’t erase the effects of slavery.",The New York Times,2020-08-21 09:00:04+00:00
4073,"Trump Goes on Offensive, Starting With an Attack on Harris",President Trump sought to stoke fear of immigrants by offering a brutal description of a case involving an undocumented immigrant who was included in a jobs program while Kamala Harris was the top prosecutor in San Francisco.,"WASHINGTON — President Trump unleashed a scorched-earth campaign on Thursday against former Vice President Joseph R. Biden Jr. hours before Mr. Biden was to accept the Democratic presidential nomination, predicting “mayhem” if his rival won the general election in November.",The New York Times,2020-08-20 22:58:35+00:00
4074,Trump calls McCain a ‘lousy candidate’ whose campaign was run by ‘deadheads.’,,"Two years after his death, Senator John McCain continues to take flak from President Trump.",The New York Times,2020-08-20 15:18:12+00:00
4075,‘Son of the White Mare’ Review: Vibrant Myths From Hungary,The film nods to earlier notables of animation: the hallucinatory palette of “Yellow Submarine” and the rich visual storytelling of “Fantasia.”,"It’s baffling to think that the 1981 Hungarian film “Son of the White Mare” is just now making its U.S. debut. This should-be classic, with its kaleidoscopic animation and vibrant mythos, is a unique contribution to the animated canon.",The New York Times,2020-08-20 11:00:08+00:00
4076,Scarred by My Own Hands,"Scars covered my body, dozens and dozens of scars all over my arms and legs. Scars that I made myself.","First, I said I was allergic to cats. Then I blamed a food allergy. Then mosquitoes. But this was all a lie. My scabs — usually red and raw — were there because I made them.",The New York Times,2020-08-20 09:00:10+00:00
4077,Does It Matter if a Documentary Is Staged? These Two Films Hold Answers,Nonfiction doesn’t mean completely real. But that’s a debate as old as cinema. “Man of Aran” and “F for Fake” explore the issues in their own ways.,"Gateway Movies offers ways to begin exploring directors, genres and topics in film by examining a few streaming movies.",The New York Times,2020-08-20 18:06:19+00:00
4078,"Stephen F. Williams, U.S. Appeals Court Judge, Dies at 83","A Reagan appointee, he served on the District of Columbia bench for three decades. He died of the coronavirus.",This obituary is part of a series about people who have died in the coronavirus pandemic. Read about others here.,The New York Times,2020-08-20 15:26:38+00:00
4079,The Democrats gave Biden the nomination he has sought since 1988.,,"As Democrats formally anointed Joseph R. Biden Jr. as their standard-bearer against President Trump, they simultaneously showcased the diversity of their coalition and exposed a generational gulf that increasingly defines the party.",The New York Times,2020-08-19 12:00:28+00:00
4080,"With Coronavirus Cases Surging, Europe Braces for New Phase in Pandemic","Despite rules on masks and distancing, fears are growing that the end of the summer travel season will bring a wave of infections.","LONDON — For all of the challenges in controlling the spread of the coronavirus, Europe’s initial strategy was relatively straightforward: nearly universal, strictly enforced lockdowns.",The New York Times,2020-08-21 14:50:19+00:00
4081,The Democrats Who Rose to the Moment,A nation’s soldiers in a time of crisis.,"Some people speak from their depths, and some speak from their shallows. Some speak to make a name in some political game they’re playing. But others speak from wells of a moral conviction. Their words are not applause lines; they endure.",The New York Times,2020-08-20 19:57:23+00:00
4082,Getting Children Flu Shots Is Even More Important This Year,Doctors offer advice on when and where to safely get vaccinated.,"Making sure that your kids get a yearly flu shot is always a good idea, but even more so this fall, as the coronavirus continues to spread throughout much of the United States.",The New York Times,2020-08-21 21:05:49+00:00
